TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,DATE
Theft of Bicycle,2003,6,19,19,0,10XX BROUGHTON ST,West End,490262.7487,5459186.8583,2003-06-19T00:00:00Z
Theft of Bicycle,2016,4,3,12,0,10XX BROUGHTON ST,West End,490262.7487,5459186.8583,2016-04-03T00:00:00Z
Theft of Bicycle,2005,8,8,13,0,10XX BROUGHTON ST,West End,490277.8424,5459189.1414,2005-08-08T00:00:00Z
Theft of Bicycle,2005,9,26,23,59,10XX BURNABY ST,West End,490418.1855,5458522.5619,2005-09-26T00:00:00Z
Theft of Bicycle,2017,4,15,12,0,10XX BURNABY ST,West End,490421.9484,5458518.728,2017-04-15T00:00:00Z
Theft of Bicycle,2017,5,19,13,11,10XX BURNABY ST,West End,490421.9484,5458518.728,2017-05-19T00:00:00Z
Theft of Bicycle,2018,5,7,20,0,10XX BURNABY ST,West End,490421.9484,5458518.728,2018-05-07T00:00:00Z
Theft of Bicycle,2004,7,8,18,0,10XX BURNABY ST,West End,490423.396,5458517.2537,2004-07-08T00:00:00Z
Theft of Bicycle,2020,8,16,22,0,10XX BURNABY ST,West End,490423.396,5458517.2537,2020-08-16T00:00:00Z
Theft of Bicycle,2021,6,22,1,30,10XX BURNABY ST,West End,490424.6861,5458502.8859,2021-06-22T00:00:00Z
Theft of Bicycle,2004,6,11,0,0,10XX BURNABY ST,West End,490462.4746,5458477.442,2004-06-11T00:00:00Z
Theft of Bicycle,2007,11,29,17,30,10XX BURNABY ST,West End,490462.4746,5458477.442,2007-11-29T00:00:00Z
Theft of Bicycle,2013,11,2,19,0,10XX BURNABY ST,West End,490470.2903,5458469.4796,2013-11-02T00:00:00Z
Theft of Bicycle,2007,12,10,16,0,10XX BURNABY ST,West End,490474.1857,5458452.4577,2007-12-10T00:00:00Z
Theft of Bicycle,2008,1,12,15,0,10XX BURNABY ST,West End,490474.1857,5458452.4577,2008-01-12T00:00:00Z
Theft of Bicycle,2011,8,8,17,0,10XX BURNABY ST,West End,490474.1857,5458452.4577,2011-08-08T00:00:00Z
Theft of Bicycle,2012,6,23,12,0,10XX BURNABY ST,West End,490474.1857,5458452.4577,2012-06-23T00:00:00Z
Theft of Bicycle,2015,9,26,12,0,10XX BURNABY ST,West End,490474.1857,5458452.4577,2015-09-26T00:00:00Z
Theft of Bicycle,2009,8,28,10,9,10XX BURNABY ST,West End,490480.7113,5458458.8632,2009-08-28T00:00:00Z
Theft of Bicycle,2012,8,10,20,20,10XX BURNABY ST,West End,490480.7113,5458458.8632,2012-08-10T00:00:00Z
Theft of Bicycle,2014,9,10,19,0,10XX BURNABY ST,West End,490480.7113,5458458.8632,2014-09-10T00:00:00Z
Theft of Bicycle,2019,11,9,15,0,10XX BURNABY ST,West End,490480.7113,5458458.8632,2019-11-09T00:00:00Z
Theft of Bicycle,2021,7,20,7,0,10XX BURNABY ST,West End,490495.4166,5458443.882,2021-07-20T00:00:00Z
Theft of Bicycle,2021,7,21,21,0,10XX BURNABY ST,West End,490495.4166,5458443.882,2021-07-21T00:00:00Z
Theft of Bicycle,2008,7,21,20,0,10XX BURNABY ST,West End,490500.2381,5458425.9166,2008-07-21T00:00:00Z
Theft of Bicycle,2013,6,24,23,0,10XX BURNABY ST,West End,490500.2381,5458425.9166,2013-06-24T00:00:00Z
Theft of Bicycle,2013,10,23,22,0,10XX BURNABY ST,West End,490500.2381,5458425.9166,2013-10-23T00:00:00Z
Theft of Bicycle,2013,11,15,7,0,10XX BURNABY ST,West End,490500.2381,5458425.9166,2013-11-15T00:00:00Z
Theft of Bicycle,2004,7,9,20,9,10XX BURNABY ST,West End,490513.2643,5458412.646,2004-07-09T00:00:00Z
Theft of Bicycle,2005,4,19,23,30,10XX BURNABY ST,West End,490513.2643,5458412.646,2005-04-19T00:00:00Z
Theft of Bicycle,2003,4,16,9,0,10XX BURNABY ST,West End,490517.1846,5458421.7056,2003-04-16T00:00:00Z
Theft of Bicycle,2004,6,30,17,0,10XX BURNABY ST,West End,490517.1846,5458421.7056,2004-06-30T00:00:00Z
Theft of Bicycle,2004,9,1,0,0,10XX BURNABY ST,West End,490517.1846,5458421.7056,2004-09-01T00:00:00Z
Theft of Bicycle,2005,6,19,23,0,10XX BURNABY ST,West End,490517.1846,5458421.7056,2005-06-19T00:00:00Z
Theft of Bicycle,2006,12,1,1,0,10XX BURNABY ST,West End,490517.1846,5458421.7056,2006-12-01T00:00:00Z
Theft of Bicycle,2007,4,1,18,0,10XX BURNABY ST,West End,490517.1846,5458421.7056,2007-04-01T00:00:00Z
Theft of Bicycle,2009,4,22,19,0,10XX BURNABY ST,West End,490517.1846,5458421.7056,2009-04-22T00:00:00Z
Theft of Bicycle,2011,8,14,7,30,10XX BURNABY ST,West End,490517.1846,5458421.7056,2011-08-14T00:00:00Z
Theft of Bicycle,2012,8,30,18,30,10XX BURNABY ST,West End,490517.1846,5458421.7056,2012-08-30T00:00:00Z
Theft of Bicycle,2012,9,22,18,0,10XX BURNABY ST,West End,490517.1846,5458421.7056,2012-09-22T00:00:00Z
Theft of Bicycle,2015,5,15,11,0,10XX BURNABY ST,West End,490517.1846,5458421.7056,2015-05-15T00:00:00Z
Theft of Bicycle,2016,12,25,9,0,10XX BURNABY ST,West End,490519.906,5458418.9333,2016-12-25T00:00:00Z
Theft of Bicycle,2022,9,20,18,0,10XX BURNABY ST,West End,490519.906,5458418.9333,2022-09-20T00:00:00Z
Theft of Bicycle,2022,11,4,20,19,10XX BURNABY ST,West End,490519.906,5458418.9333,2022-11-04T00:00:00Z
Theft of Bicycle,2016,11,11,22,58,10XX BURRARD ST,West End,490729.6302,5458622.1395,2016-11-11T00:00:00Z
Theft of Bicycle,2017,5,4,7,30,10XX BURRARD ST,West End,490729.6302,5458622.1395,2017-05-04T00:00:00Z
Theft of Bicycle,2017,5,28,13,45,10XX BURRARD ST,West End,490729.6302,5458622.1395,2017-05-28T00:00:00Z
Theft of Bicycle,2017,8,28,7,30,10XX BURRARD ST,West End,490729.6302,5458622.1395,2017-08-28T00:00:00Z
Theft of Bicycle,2017,10,10,9,0,10XX BURRARD ST,West End,490729.6302,5458622.1395,2017-10-10T00:00:00Z
Theft of Bicycle,2017,11,6,12,0,10XX BURRARD ST,West End,490729.6302,5458622.1395,2017-11-06T00:00:00Z
Theft of Bicycle,2018,5,4,15,30,10XX BURRARD ST,West End,490729.6302,5458622.1395,2018-05-04T00:00:00Z
Theft of Bicycle,2018,5,9,14,0,10XX BURRARD ST,West End,490729.6302,5458622.1395,2018-05-09T00:00:00Z
Theft of Bicycle,2018,5,17,12,0,10XX BURRARD ST,West End,490729.6302,5458622.1395,2018-05-17T00:00:00Z
Theft of Bicycle,2018,6,4,16,0,10XX BURRARD ST,West End,490729.6302,5458622.1395,2018-06-04T00:00:00Z
Theft of Bicycle,2018,8,31,18,0,10XX BURRARD ST,West End,490729.6302,5458622.1395,2018-08-31T00:00:00Z
Theft of Bicycle,2019,1,14,18,20,10XX BURRARD ST,West End,490729.6302,5458622.1395,2019-01-14T00:00:00Z
Theft of Bicycle,2019,4,14,14,0,10XX BURRARD ST,West End,490729.6302,5458622.1395,2019-04-14T00:00:00Z
Theft of Bicycle,2022,10,7,7,15,10XX BURRARD ST,West End,490729.6302,5458622.1395,2022-10-07T00:00:00Z
Theft of Bicycle,2019,8,19,11,0,10XX BURRARD ST,West End,490729.6303,5458622.1395,2019-08-19T00:00:00Z
Theft of Bicycle,2019,9,10,21,30,10XX BURRARD ST,West End,490729.6303,5458622.1395,2019-09-10T00:00:00Z
Theft of Bicycle,2019,11,1,11,0,10XX BURRARD ST,West End,490729.6303,5458622.1395,2019-11-01T00:00:00Z
Theft of Bicycle,2003,2,3,8,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2003-02-03T00:00:00Z
Theft of Bicycle,2004,8,9,17,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2004-08-09T00:00:00Z
Theft of Bicycle,2005,5,26,20,15,10XX BURRARD ST,West End,490729.8291,5458622.3417,2005-05-26T00:00:00Z
Theft of Bicycle,2005,6,23,8,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2005-06-23T00:00:00Z
Theft of Bicycle,2005,7,31,17,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2005-07-31T00:00:00Z
Theft of Bicycle,2005,9,30,16,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2005-09-30T00:00:00Z
Theft of Bicycle,2006,6,12,7,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2006-06-12T00:00:00Z
Theft of Bicycle,2006,7,12,12,5,10XX BURRARD ST,West End,490729.8291,5458622.3417,2006-07-12T00:00:00Z
Theft of Bicycle,2007,6,9,8,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2007-06-09T00:00:00Z
Theft of Bicycle,2007,7,26,12,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2007-07-26T00:00:00Z
Theft of Bicycle,2008,6,1,15,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2008-06-01T00:00:00Z
Theft of Bicycle,2008,6,5,20,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2008-06-05T00:00:00Z
Theft of Bicycle,2009,5,25,20,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2009-05-25T00:00:00Z
Theft of Bicycle,2009,8,10,18,15,10XX BURRARD ST,West End,490729.8291,5458622.3417,2009-08-10T00:00:00Z
Theft of Bicycle,2009,10,20,12,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2009-10-20T00:00:00Z
Theft of Bicycle,2010,3,22,7,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2010-03-22T00:00:00Z
Theft of Bicycle,2010,7,6,8,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2010-07-06T00:00:00Z
Theft of Bicycle,2010,7,13,19,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2010-07-13T00:00:00Z
Theft of Bicycle,2010,7,16,1,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2010-07-16T00:00:00Z
Theft of Bicycle,2010,8,6,15,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2010-08-06T00:00:00Z
Theft of Bicycle,2010,9,8,19,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2010-09-08T00:00:00Z
Theft of Bicycle,2010,9,14,18,5,10XX BURRARD ST,West End,490729.8291,5458622.3417,2010-09-14T00:00:00Z
Theft of Bicycle,2011,7,18,11,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2011-07-18T00:00:00Z
Theft of Bicycle,2012,1,24,16,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2012-01-24T00:00:00Z
Theft of Bicycle,2012,5,4,9,25,10XX BURRARD ST,West End,490729.8291,5458622.3417,2012-05-04T00:00:00Z
Theft of Bicycle,2012,5,24,15,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2012-05-24T00:00:00Z
Theft of Bicycle,2012,5,27,6,45,10XX BURRARD ST,West End,490729.8291,5458622.3417,2012-05-27T00:00:00Z
Theft of Bicycle,2012,8,4,17,59,10XX BURRARD ST,West End,490729.8291,5458622.3417,2012-08-04T00:00:00Z
Theft of Bicycle,2013,2,27,21,16,10XX BURRARD ST,West End,490729.8291,5458622.3417,2013-02-27T00:00:00Z
Theft of Bicycle,2013,8,12,12,15,10XX BURRARD ST,West End,490729.8291,5458622.3417,2013-08-12T00:00:00Z
Theft of Bicycle,2013,8,15,20,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2013-08-15T00:00:00Z
Theft of Bicycle,2013,10,20,12,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2013-10-20T00:00:00Z
Theft of Bicycle,2013,11,6,8,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2013-11-06T00:00:00Z
Theft of Bicycle,2013,11,7,17,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2013-11-07T00:00:00Z
Theft of Bicycle,2014,4,30,19,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2014-04-30T00:00:00Z
Theft of Bicycle,2014,6,13,14,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2014-06-13T00:00:00Z
Theft of Bicycle,2014,7,16,6,45,10XX BURRARD ST,West End,490729.8291,5458622.3417,2014-07-16T00:00:00Z
Theft of Bicycle,2014,7,20,1,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2014-07-20T00:00:00Z
Theft of Bicycle,2014,7,26,20,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2014-07-26T00:00:00Z
Theft of Bicycle,2014,8,12,14,48,10XX BURRARD ST,West End,490729.8291,5458622.3417,2014-08-12T00:00:00Z
Theft of Bicycle,2015,4,7,8,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2015-04-07T00:00:00Z
Theft of Bicycle,2015,5,19,11,45,10XX BURRARD ST,West End,490729.8291,5458622.3417,2015-05-19T00:00:00Z
Theft of Bicycle,2015,8,11,11,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2015-08-11T00:00:00Z
Theft of Bicycle,2015,9,2,16,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2015-09-02T00:00:00Z
Theft of Bicycle,2015,9,15,19,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2015-09-15T00:00:00Z
Theft of Bicycle,2015,11,10,18,20,10XX BURRARD ST,West End,490729.8291,5458622.3417,2015-11-10T00:00:00Z
Theft of Bicycle,2016,2,15,8,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2016-02-15T00:00:00Z
Theft of Bicycle,2016,4,7,8,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2016-04-07T00:00:00Z
Theft of Bicycle,2016,5,13,11,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2016-05-13T00:00:00Z
Theft of Bicycle,2016,5,15,8,19,10XX BURRARD ST,West End,490729.8291,5458622.3417,2016-05-15T00:00:00Z
Theft of Bicycle,2016,5,19,7,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2016-05-19T00:00:00Z
Theft of Bicycle,2016,6,10,19,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2016-06-10T00:00:00Z
Theft of Bicycle,2016,8,3,0,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,2016-08-03T00:00:00Z
Theft of Bicycle,2020,3,2,17,20,10XX BURRARD ST,West End,490729.8291,5458622.3417,2020-03-02T00:00:00Z
Theft of Bicycle,2020,3,22,15,30,10XX BURRARD ST,West End,490729.8291,5458622.3417,2020-03-22T00:00:00Z
Theft of Bicycle,2021,8,5,16,20,10XX BURRARD ST,West End,490729.8291,5458622.3417,2021-08-05T00:00:00Z
Theft of Bicycle,2017,10,15,4,55,10XX BURRARD ST,Central Business District,490729.9102,5458609.3957,2017-10-15T00:00:00Z
Theft of Bicycle,2019,1,7,21,0,10XX BURRARD ST,Central Business District,490729.9102,5458609.3957,2019-01-07T00:00:00Z
Theft of Bicycle,2016,8,7,17,44,10XX BURRARD ST,Central Business District,490729.9102,5458609.3957,2016-08-07T00:00:00Z
Theft of Bicycle,2004,6,18,8,30,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2004-06-18T00:00:00Z
Theft of Bicycle,2004,7,25,20,23,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2004-07-25T00:00:00Z
Theft of Bicycle,2004,7,31,15,0,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2004-07-31T00:00:00Z
Theft of Bicycle,2005,5,12,7,30,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2005-05-12T00:00:00Z
Theft of Bicycle,2010,9,12,16,30,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2010-09-12T00:00:00Z
Theft of Bicycle,2010,12,29,0,5,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2010-12-29T00:00:00Z
Theft of Bicycle,2012,9,19,13,15,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2012-09-19T00:00:00Z
Theft of Bicycle,2015,6,19,12,0,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2015-06-19T00:00:00Z
Theft of Bicycle,2015,12,31,4,12,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2015-12-31T00:00:00Z
Theft of Bicycle,2016,8,9,15,0,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2016-08-09T00:00:00Z
Theft of Bicycle,2019,10,4,20,40,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2019-10-04T00:00:00Z
Theft of Bicycle,2020,8,2,11,13,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671,2020-08-02T00:00:00Z
Theft of Bicycle,2014,8,21,21,0,10XX BURRARD ST,West End,490734.3051,5458626.8841,2014-08-21T00:00:00Z
Theft of Bicycle,2009,5,1,17,0,10XX BURRARD ST,Central Business District,490736.3424,5458615.9237,2009-05-01T00:00:00Z
Theft of Bicycle,2015,11,11,20,0,10XX BURRARD ST,West End,490749.2251,5458642.0255,2015-11-11T00:00:00Z
Theft of Bicycle,2003,8,7,22,0,10XX BURRARD ST,Central Business District,490758.7224,5458638.6357,2003-08-07T00:00:00Z
Theft of Bicycle,2020,9,24,15,30,10XX BURRARD ST,Central Business District,490758.7224,5458638.6357,2020-09-24T00:00:00Z
Theft of Bicycle,2009,7,21,18,50,10XX BURRARD ST,Central Business District,490801.5169,5458683.3862,2009-07-21T00:00:00Z
Theft of Bicycle,2005,8,4,9,0,10XX BURRARD ST,West End,490806.2772,5458701.6118,2005-08-04T00:00:00Z
Theft of Bicycle,2005,8,12,18,0,10XX BURRARD ST,West End,490806.2772,5458701.6118,2005-08-12T00:00:00Z
Theft of Bicycle,2015,6,5,12,20,10XX BURRARD ST,Central Business District,490815.7338,5458698.2745,2015-06-05T00:00:00Z
Theft of Bicycle,2004,8,26,20,36,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2004-08-26T00:00:00Z
Theft of Bicycle,2004,10,12,13,52,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2004-10-12T00:00:00Z
Theft of Bicycle,2004,11,1,15,0,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2004-11-01T00:00:00Z
Theft of Bicycle,2005,10,5,21,0,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2005-10-05T00:00:00Z
Theft of Bicycle,2006,2,12,18,30,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2006-02-12T00:00:00Z
Theft of Bicycle,2007,9,4,15,39,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2007-09-04T00:00:00Z
Theft of Bicycle,2007,10,23,23,0,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2007-10-23T00:00:00Z
Theft of Bicycle,2008,7,19,11,0,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2008-07-19T00:00:00Z
Theft of Bicycle,2010,4,3,13,30,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2010-04-03T00:00:00Z
Theft of Bicycle,2011,1,2,0,1,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2011-01-02T00:00:00Z
Theft of Bicycle,2014,8,23,11,50,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2014-08-23T00:00:00Z
Theft of Bicycle,2014,11,13,0,0,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2014-11-13T00:00:00Z
Theft of Bicycle,2015,6,14,10,0,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2015-06-14T00:00:00Z
Theft of Bicycle,2016,6,11,13,0,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2016-06-11T00:00:00Z
Theft of Bicycle,2016,8,12,12,45,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2016-08-12T00:00:00Z
Theft of Bicycle,2022,3,6,13,30,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406,2022-03-06T00:00:00Z
Theft of Bicycle,2017,9,26,17,0,10XX BURRARD ST,Central Business District,490835.5218,5458718.9971,2017-09-26T00:00:00Z
Theft of Bicycle,2018,5,15,12,0,10XX BURRARD ST,Central Business District,490835.5218,5458718.9971,2018-05-15T00:00:00Z
Theft of Bicycle,2018,6,4,9,12,10XX BURRARD ST,Central Business District,490835.5218,5458718.9971,2018-06-04T00:00:00Z
Theft of Bicycle,2018,9,2,10,30,10XX BURRARD ST,Central Business District,490835.5218,5458718.9971,2018-09-02T00:00:00Z
Theft of Bicycle,2003,1,21,0,0,10XX BUTE ST,West End,490409.1263,5458906.3199,2003-01-21T00:00:00Z
Theft of Bicycle,2003,10,1,0,0,10XX BUTE ST,West End,490409.1263,5458906.3199,2003-10-01T00:00:00Z
Theft of Bicycle,2010,9,25,1,0,10XX BUTE ST,West End,490417.9116,5458915.2723,2010-09-25T00:00:00Z
Theft of Bicycle,2003,9,19,11,53,10XX BUTE ST,West End,490422.681,5458907.0773,2003-09-19T00:00:00Z
Theft of Bicycle,2007,5,27,22,30,10XX BUTE ST,West End,490422.681,5458907.0773,2007-05-27T00:00:00Z
Theft of Bicycle,2011,4,9,2,0,10XX BUTE ST,West End,490422.681,5458907.0773,2011-04-09T00:00:00Z
Theft of Bicycle,2019,10,12,10,0,10XX BUTE ST,West End,490422.681,5458907.0773,2019-10-12T00:00:00Z
Theft of Bicycle,2022,9,20,3,0,10XX BUTE ST,West End,490487.705,5458972.9495,2022-09-20T00:00:00Z
Theft of Bicycle,2016,4,26,18,30,10XX BUTE ST,West End,490530.689,5459016.186,2016-04-26T00:00:00Z
Theft of Bicycle,2010,9,7,19,48,10XX CAMBIE ST,Central Business District,491338.4326,5458046.925,2010-09-07T00:00:00Z
Theft of Bicycle,2004,4,15,16,10,10XX CAMBIE ST,Central Business District,491349.2278,5458067.7992,2004-04-15T00:00:00Z
Theft of Bicycle,2012,2,29,22,30,10XX CAMBIE ST,Central Business District,491356.4658,5458033.6432,2012-02-29T00:00:00Z
Theft of Bicycle,2022,5,19,22,0,10XX CAMBIE ST,Central Business District,491356.4658,5458033.6432,2022-05-19T00:00:00Z
Theft of Bicycle,2018,12,29,18,30,10XX CAMBIE ST,Central Business District,491357.0968,5458034.8417,2018-12-29T00:00:00Z
Theft of Bicycle,2010,8,25,19,15,10XX CAMBIE ST,Central Business District,491400.9975,5458118.4885,2010-08-25T00:00:00Z
Theft of Bicycle,2011,8,28,22,0,10XX CAMBIE ST,Central Business District,491400.9975,5458118.4885,2011-08-28T00:00:00Z
Theft of Bicycle,2015,9,1,12,0,10XX CAMBIE ST,Central Business District,491400.9975,5458118.4885,2015-09-01T00:00:00Z
Theft of Bicycle,2003,6,26,15,0,10XX CAMBIE ST,Central Business District,491407.3592,5458130.6092,2003-06-26T00:00:00Z
Theft of Bicycle,2005,11,1,9,0,10XX CAMBIE ST,Central Business District,491407.3592,5458130.6092,2005-11-01T00:00:00Z
Theft of Bicycle,2006,6,27,15,45,10XX CAMBIE ST,Central Business District,491407.3592,5458130.6092,2006-06-27T00:00:00Z
Theft of Bicycle,2007,9,8,0,0,10XX CAMBIE ST,Central Business District,491407.3592,5458130.6092,2007-09-08T00:00:00Z
Theft of Bicycle,2012,5,30,5,30,10XX CAMBIE ST,Central Business District,491407.3592,5458130.6092,2012-05-30T00:00:00Z
Theft of Bicycle,2015,8,7,21,0,10XX CAMBIE ST,Central Business District,491407.3592,5458130.6092,2015-08-07T00:00:00Z
Theft of Bicycle,2016,4,8,20,0,10XX CAMBIE ST,Central Business District,491407.3592,5458130.6092,2016-04-08T00:00:00Z
Theft of Bicycle,2020,5,20,19,15,10XX CAMBIE ST,Central Business District,491407.3592,5458130.6092,2020-05-20T00:00:00Z
Theft of Bicycle,2005,3,4,15,30,10XX CAMBIE ST,Central Business District,491411.8178,5458139.2099,2005-03-04T00:00:00Z
Theft of Bicycle,2017,4,26,22,46,10XX CANADA PL,Central Business District,491400.6862,5459577.9445,2017-04-26T00:00:00Z
Theft of Bicycle,2017,5,28,21,57,10XX CANADA PL,Central Business District,491400.6862,5459577.9445,2017-05-28T00:00:00Z
Theft of Bicycle,2017,6,28,19,56,10XX CANADA PL,Central Business District,491400.6862,5459577.9445,2017-06-28T00:00:00Z
Theft of Bicycle,2017,7,14,19,0,10XX CANADA PL,Central Business District,491400.6862,5459577.9445,2017-07-14T00:00:00Z
Theft of Bicycle,2017,9,2,0,0,10XX CANADA PL,Central Business District,491400.6862,5459577.9445,2017-09-02T00:00:00Z
Theft of Bicycle,2018,8,24,12,0,10XX CANADA PL,Central Business District,491406.387,5459576.2155,2018-08-24T00:00:00Z
Theft of Bicycle,2014,7,9,11,45,10XX CANADA PL,Central Business District,491411.5888,5459576.6922,2014-07-09T00:00:00Z
Theft of Bicycle,2014,8,11,22,30,10XX CANADA PL,Central Business District,491411.5888,5459576.6922,2014-08-11T00:00:00Z
Theft of Bicycle,2014,8,23,23,0,10XX CANADA PL,Central Business District,491411.5888,5459576.6922,2014-08-23T00:00:00Z
Theft of Bicycle,2016,6,28,18,30,10XX CANADA PL,Central Business District,491431.5391,5459568.2163,2016-06-28T00:00:00Z
Theft of Bicycle,2016,9,26,17,0,10XX CANADA PL,Central Business District,491431.5391,5459568.2163,2016-09-26T00:00:00Z
Theft of Bicycle,2014,7,22,17,0,10XX CANADA PL,Central Business District,491437.6126,5459565.637,2014-07-22T00:00:00Z
Theft of Bicycle,2014,8,30,16,45,10XX CANADA PL,Central Business District,491437.6126,5459565.637,2014-08-30T00:00:00Z
Theft of Bicycle,2015,7,7,11,30,10XX CANADA PL,Central Business District,491437.6126,5459565.637,2015-07-07T00:00:00Z
Theft of Bicycle,2015,9,23,0,1,10XX CANADA PL,Central Business District,491437.6126,5459565.637,2015-09-23T00:00:00Z
