TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,DATE
Theft of Bicycle,2006,3,29,17,0,BRUNSWICK ST / E 7TH AVE,Mount Pleasant,492945.0825,5456869.5945,2006-03-29T00:00:00Z
Theft of Bicycle,2017,9,29,7,15,BRUNSWICK ST / E 8TH AVE,Mount Pleasant,492934.9147,5456767.261,2017-09-29T00:00:00Z
Theft of Bicycle,2006,10,9,1,0,BRUNSWICK ST / E 8TH AVE,Mount Pleasant,492943.2485,5456767.0198,2006-10-09T00:00:00Z
Theft of Bicycle,2006,11,20,9,0,BURNABY ST / BURRARD ST,West End,490523.6191,5458408.6237,2006-11-20T00:00:00Z
Theft of Bicycle,2010,7,21,0,0,BURNABY ST / BUTE ST,West End,490220.8908,5458710.6494,2010-07-21T00:00:00Z
Theft of Bicycle,2022,8,3,21,0,BURNABY ST / CARDERO ST,West End,489837.4561,5459092.1942,2022-08-03T00:00:00Z
Theft of Bicycle,2013,7,15,5,59,BURNABY ST / CARDERO ST,West End,489837.4566,5459092.1946,2013-07-15T00:00:00Z
Theft of Bicycle,2005,9,30,22,0,BURNABY ST / JERVIS ST,West End,490108.1347,5458826.5802,2005-09-30T00:00:00Z
Theft of Bicycle,2012,10,8,14,30,BURNABY ST / JERVIS ST,West End,490108.1347,5458826.5802,2012-10-08T00:00:00Z
Theft of Bicycle,2014,5,2,22,0,BURNABY ST / JERVIS ST,West End,490108.1347,5458826.5802,2014-05-02T00:00:00Z
Theft of Bicycle,2015,9,13,18,0,BURNABY ST / JERVIS ST,West End,490108.1347,5458826.5802,2015-09-13T00:00:00Z
Theft of Bicycle,2007,8,5,12,0,BURNABY ST / NICOLA ST,West End,489922.8707,5459007.9698,2007-08-05T00:00:00Z
Theft of Bicycle,2018,8,9,16,30,BURNABY ST / THURLOW ST,West End,490381.7779,5458553.1252,2018-08-09T00:00:00Z
Theft of Bicycle,2006,7,8,23,0,BURNABY ST / THURLOW ST,West End,490381.7782,5458553.1254,2006-07-08T00:00:00Z
Theft of Bicycle,2013,7,31,23,0,BURNABY ST / THURLOW ST,West End,490381.7782,5458553.1254,2013-07-31T00:00:00Z
Theft of Bicycle,2013,8,4,23,0,BURNABY ST / THURLOW ST,West End,490381.7782,5458553.1254,2013-08-04T00:00:00Z
Theft of Bicycle,2009,4,5,14,30,BURRARD ST / CANADA PL,Central Business District,491602.0878,5459490.7988,2009-04-05T00:00:00Z
Theft of Bicycle,2010,8,15,11,30,BURRARD ST / CANADA PL,Central Business District,491602.0878,5459490.7988,2010-08-15T00:00:00Z
Theft of Bicycle,2010,10,14,13,0,BURRARD ST / CANADA PL,Central Business District,491602.0878,5459490.7988,2010-10-14T00:00:00Z
Theft of Bicycle,2014,11,12,20,59,BURRARD ST / CANADA PL,Central Business District,491602.0878,5459490.7988,2014-11-12T00:00:00Z
Theft of Bicycle,2021,5,2,9,35,BURRARD ST / CANADA PL,Central Business District,491602.0878,5459490.7988,2021-05-02T00:00:00Z
Theft of Bicycle,2022,11,5,16,0,BURRARD ST / CANADA PL,Central Business District,491602.0878,5459490.7988,2022-11-05T00:00:00Z
Theft of Bicycle,2003,7,13,10,0,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2003-07-13T00:00:00Z
Theft of Bicycle,2005,6,2,9,0,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2005-06-02T00:00:00Z
Theft of Bicycle,2005,6,25,10,40,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2005-06-25T00:00:00Z
Theft of Bicycle,2005,9,26,14,0,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2005-09-26T00:00:00Z
Theft of Bicycle,2007,10,27,18,30,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2007-10-27T00:00:00Z
Theft of Bicycle,2009,8,19,7,0,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2009-08-19T00:00:00Z
Theft of Bicycle,2012,9,17,14,10,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2012-09-17T00:00:00Z
Theft of Bicycle,2014,1,2,12,30,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2014-01-02T00:00:00Z
Theft of Bicycle,2015,7,2,20,0,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2015-07-02T00:00:00Z
Theft of Bicycle,2015,8,11,13,30,BURRARD ST / COMOX ST,West End,490757.4551,5458643.8636,2015-08-11T00:00:00Z
Theft of Bicycle,2015,4,16,20,57,BURRARD ST / COMOX ST,West End,490757.4553,5458643.8634,2015-04-16T00:00:00Z
Theft of Bicycle,2017,4,17,16,0,BURRARD ST / COMOX ST,West End,490757.4553,5458643.8634,2017-04-17T00:00:00Z
Theft of Bicycle,2017,9,2,7,0,BURRARD ST / COMOX ST,West End,490757.4553,5458643.8634,2017-09-02T00:00:00Z
Theft of Bicycle,2018,4,16,8,0,BURRARD ST / COMOX ST,West End,490757.4553,5458643.8634,2018-04-16T00:00:00Z
Theft of Bicycle,2018,6,4,11,10,BURRARD ST / COMOX ST,West End,490757.4553,5458643.8634,2018-06-04T00:00:00Z
Theft of Bicycle,2009,1,12,7,30,BURRARD ST / CORNWALL AVE,Kitsilano,489414.714,5457736.884,2009-01-12T00:00:00Z
Theft of Bicycle,2019,8,7,20,0,BURRARD ST / CORNWALL AVE,Kitsilano,489414.714,5457736.884,2019-08-07T00:00:00Z
Theft of Bicycle,2003,6,12,21,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2003-06-12T00:00:00Z
Theft of Bicycle,2003,10,23,22,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2003-10-23T00:00:00Z
Theft of Bicycle,2005,6,30,22,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2005-06-30T00:00:00Z
Theft of Bicycle,2007,6,29,9,3,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2007-06-29T00:00:00Z
Theft of Bicycle,2007,8,22,7,15,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2007-08-22T00:00:00Z
Theft of Bicycle,2008,6,23,20,46,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2008-06-23T00:00:00Z
Theft of Bicycle,2008,6,27,16,44,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2008-06-27T00:00:00Z
Theft of Bicycle,2008,7,15,0,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2008-07-15T00:00:00Z
Theft of Bicycle,2009,6,20,19,20,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2009-06-20T00:00:00Z
Theft of Bicycle,2009,7,1,23,59,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2009-07-01T00:00:00Z
Theft of Bicycle,2009,7,15,22,30,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2009-07-15T00:00:00Z
Theft of Bicycle,2009,7,29,20,30,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2009-07-29T00:00:00Z
Theft of Bicycle,2009,7,31,21,30,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2009-07-31T00:00:00Z
Theft of Bicycle,2010,3,19,16,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2010-03-19T00:00:00Z
Theft of Bicycle,2010,3,27,18,50,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2010-03-27T00:00:00Z
Theft of Bicycle,2010,10,5,22,30,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2010-10-05T00:00:00Z
Theft of Bicycle,2011,7,14,21,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2011-07-14T00:00:00Z
Theft of Bicycle,2012,2,12,18,30,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2012-02-12T00:00:00Z
Theft of Bicycle,2012,5,7,17,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2012-05-07T00:00:00Z
Theft of Bicycle,2012,7,23,15,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2012-07-23T00:00:00Z
Theft of Bicycle,2014,6,1,0,15,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2014-06-01T00:00:00Z
Theft of Bicycle,2014,9,22,6,40,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2014-09-22T00:00:00Z
Theft of Bicycle,2015,6,9,17,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2015-06-09T00:00:00Z
Theft of Bicycle,2016,6,13,17,8,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2016-06-13T00:00:00Z
Theft of Bicycle,2016,9,26,14,30,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2016-09-26T00:00:00Z
Theft of Bicycle,2019,9,18,5,55,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2019-09-18T00:00:00Z
Theft of Bicycle,2021,8,19,17,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2021-08-19T00:00:00Z
Theft of Bicycle,2021,12,28,22,40,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284,2021-12-28T00:00:00Z
Theft of Bicycle,2017,8,29,10,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3285,2017-08-29T00:00:00Z
Theft of Bicycle,2018,8,5,16,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3285,2018-08-05T00:00:00Z
Theft of Bicycle,2019,4,1,12,38,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3285,2019-04-01T00:00:00Z
Theft of Bicycle,2022,7,23,22,30,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3285,2022-07-23T00:00:00Z
Theft of Bicycle,2015,5,14,11,0,BURRARD ST / DRAKE ST,West End,490487.3209,5458372.8115,2015-05-14T00:00:00Z
Theft of Bicycle,2019,10,27,7,0,BURRARD ST / DRAKE ST,West End,490487.3211,5458372.8118,2019-10-27T00:00:00Z
Theft of Bicycle,2022,6,21,18,0,BURRARD ST / DRAKE ST,West End,490487.3211,5458372.8118,2022-06-21T00:00:00Z
Theft of Bicycle,2006,8,27,14,0,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2006-08-27T00:00:00Z
Theft of Bicycle,2007,7,4,12,0,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2007-07-04T00:00:00Z
Theft of Bicycle,2008,7,27,9,30,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2008-07-27T00:00:00Z
Theft of Bicycle,2009,7,1,13,0,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2009-07-01T00:00:00Z
Theft of Bicycle,2009,7,13,17,45,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2009-07-13T00:00:00Z
Theft of Bicycle,2009,8,5,12,15,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2009-08-05T00:00:00Z
Theft of Bicycle,2010,9,2,16,30,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2010-09-02T00:00:00Z
Theft of Bicycle,2010,10,18,8,0,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2010-10-18T00:00:00Z
Theft of Bicycle,2011,7,6,9,0,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2011-07-06T00:00:00Z
Theft of Bicycle,2011,8,28,20,0,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2011-08-28T00:00:00Z
Theft of Bicycle,2012,5,27,17,0,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2012-05-27T00:00:00Z
Theft of Bicycle,2012,9,12,22,30,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2012-09-12T00:00:00Z
Theft of Bicycle,2012,12,3,16,0,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2012-12-03T00:00:00Z
Theft of Bicycle,2015,6,12,11,45,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2015-06-12T00:00:00Z
Theft of Bicycle,2016,6,19,19,18,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574,2016-06-19T00:00:00Z
Theft of Bicycle,2022,9,30,12,35,BURRARD ST / DUNSMUIR ST,Central Business District,491317.437,5459212.357,2022-09-30T00:00:00Z
Theft of Bicycle,2022,11,4,12,34,BURRARD ST / DUNSMUIR ST,Central Business District,491317.437,5459212.357,2022-11-04T00:00:00Z
Theft of Bicycle,2021,10,13,13,32,BURRARD ST / HELMCKEN ST,West End,490717.6683,5458603.4862,2021-10-13T00:00:00Z
Theft of Bicycle,2009,5,25,23,0,BURRARD ST / HELMCKEN ST,West End,490717.6684,5458603.4866,2009-05-25T00:00:00Z
Theft of Bicycle,2014,5,16,16,30,BURRARD ST / HELMCKEN ST,West End,490717.6684,5458603.4866,2014-05-16T00:00:00Z
Theft of Bicycle,2014,7,30,22,33,BURRARD ST / HELMCKEN ST,West End,490717.6684,5458603.4866,2014-07-30T00:00:00Z
Theft of Bicycle,2015,11,27,21,45,BURRARD ST / HELMCKEN ST,West End,490717.6684,5458603.4866,2015-11-27T00:00:00Z
Theft of Bicycle,2021,8,8,16,38,BURRARD ST / HELMCKEN ST,West End,490717.6684,5458603.4866,2021-08-08T00:00:00Z
Theft of Bicycle,2017,5,21,14,0,BURRARD ST / MELVILLE ST,Central Business District,491271.8546,5459162.6245,2017-05-21T00:00:00Z
Theft of Bicycle,2017,9,21,11,50,BURRARD ST / MELVILLE ST,Central Business District,491271.8546,5459162.6245,2017-09-21T00:00:00Z
Theft of Bicycle,2019,8,16,19,0,BURRARD ST / MELVILLE ST,Central Business District,491271.8546,5459162.6245,2019-08-16T00:00:00Z
Theft of Bicycle,2008,9,23,13,30,BURRARD ST / MELVILLE ST,Central Business District,491271.8548,5459162.6249,2008-09-23T00:00:00Z
Theft of Bicycle,2015,1,21,6,55,BURRARD ST / MELVILLE ST,Central Business District,491271.8548,5459162.6249,2015-01-21T00:00:00Z
Theft of Bicycle,2015,6,19,0,0,BURRARD ST / MELVILLE ST,Central Business District,491271.8548,5459162.6249,2015-06-19T00:00:00Z
Theft of Bicycle,2016,7,1,22,0,BURRARD ST / MELVILLE ST,Central Business District,491271.8548,5459162.6249,2016-07-01T00:00:00Z
Theft of Bicycle,2003,11,21,23,30,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2003-11-21T00:00:00Z
Theft of Bicycle,2004,2,9,18,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2004-02-09T00:00:00Z
Theft of Bicycle,2005,10,7,10,30,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2005-10-07T00:00:00Z
Theft of Bicycle,2006,9,28,18,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2006-09-28T00:00:00Z
Theft of Bicycle,2008,5,24,18,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2008-05-24T00:00:00Z
Theft of Bicycle,2008,7,25,21,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2008-07-25T00:00:00Z
Theft of Bicycle,2009,7,2,12,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2009-07-02T00:00:00Z
Theft of Bicycle,2010,4,25,12,15,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2010-04-25T00:00:00Z
Theft of Bicycle,2010,6,7,10,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2010-06-07T00:00:00Z
Theft of Bicycle,2010,6,19,19,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2010-06-19T00:00:00Z
Theft of Bicycle,2012,7,1,16,46,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2012-07-01T00:00:00Z
Theft of Bicycle,2013,7,13,23,59,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2013-07-13T00:00:00Z
Theft of Bicycle,2014,7,15,19,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2014-07-15T00:00:00Z
Theft of Bicycle,2015,6,8,15,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2015-06-08T00:00:00Z
Theft of Bicycle,2015,7,1,15,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2015-07-01T00:00:00Z
Theft of Bicycle,2015,7,19,17,10,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2015-07-19T00:00:00Z
Theft of Bicycle,2016,5,9,19,25,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2016-05-09T00:00:00Z
Theft of Bicycle,2016,8,1,8,30,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2016-08-01T00:00:00Z
Theft of Bicycle,2019,7,5,7,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683,2019-07-05T00:00:00Z
Theft of Bicycle,2018,4,7,9,0,BURRARD ST / NELSON ST,West End,490833.279,5458723.2686,2018-04-07T00:00:00Z
Theft of Bicycle,2018,4,14,19,0,BURRARD ST / NELSON ST,West End,490833.279,5458723.2686,2018-04-14T00:00:00Z
Theft of Bicycle,2018,6,7,12,0,BURRARD ST / NELSON ST,West End,490833.279,5458723.2686,2018-06-07T00:00:00Z
Theft of Bicycle,2018,9,2,19,0,BURRARD ST / NELSON ST,West End,490833.279,5458723.2686,2018-09-02T00:00:00Z
Theft of Bicycle,2014,6,18,8,0,BURRARD ST / PACIFIC ST,West End,490310.4275,5458226.8861,2014-06-18T00:00:00Z
Theft of Bicycle,2014,9,6,19,0,BURRARD ST / PACIFIC ST,West End,490310.4275,5458226.8861,2014-09-06T00:00:00Z
Theft of Bicycle,2015,2,14,16,30,BURRARD ST / PACIFIC ST,West End,490310.4275,5458226.8861,2015-02-14T00:00:00Z
Theft of Bicycle,2016,4,12,15,48,BURRARD ST / PACIFIC ST,West End,490310.4275,5458226.8861,2016-04-12T00:00:00Z
Theft of Bicycle,2016,12,30,6,0,BURRARD ST / PACIFIC ST,West End,490310.4275,5458226.8861,2016-12-30T00:00:00Z
Theft of Bicycle,2019,5,20,14,0,BURRARD ST / PACIFIC ST,West End,490310.4289,5458226.8869,2019-05-20T00:00:00Z
Theft of Bicycle,2005,9,26,2,0,BURRARD ST / PACIFIC ST,West End,490364.7781,5458256.9291,2005-09-26T00:00:00Z
Theft of Bicycle,2009,5,15,19,30,BURRARD ST / PACIFIC ST,West End,490364.7781,5458256.9291,2009-05-15T00:00:00Z
Theft of Bicycle,2010,6,16,9,0,BURRARD ST / PACIFIC ST,West End,490364.7781,5458256.9291,2010-06-16T00:00:00Z
Theft of Bicycle,2011,6,29,16,54,BURRARD ST / PACIFIC ST,West End,490364.7781,5458256.9291,2011-06-29T00:00:00Z
Theft of Bicycle,2003,12,26,13,0,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2003-12-26T00:00:00Z
Theft of Bicycle,2004,4,25,14,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2004-04-25T00:00:00Z
Theft of Bicycle,2005,7,18,14,0,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2005-07-18T00:00:00Z
Theft of Bicycle,2005,10,24,15,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2005-10-24T00:00:00Z
Theft of Bicycle,2007,8,5,0,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2007-08-05T00:00:00Z
Theft of Bicycle,2008,1,11,12,0,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2008-01-11T00:00:00Z
Theft of Bicycle,2008,7,26,17,0,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2008-07-26T00:00:00Z
Theft of Bicycle,2009,2,28,17,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2009-02-28T00:00:00Z
Theft of Bicycle,2009,4,21,21,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2009-04-21T00:00:00Z
Theft of Bicycle,2010,9,16,14,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2010-09-16T00:00:00Z
Theft of Bicycle,2010,10,7,18,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2010-10-07T00:00:00Z
Theft of Bicycle,2012,1,8,14,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2012-01-08T00:00:00Z
Theft of Bicycle,2012,10,17,16,34,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2012-10-17T00:00:00Z
Theft of Bicycle,2013,10,14,11,0,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2013-10-14T00:00:00Z
Theft of Bicycle,2014,3,15,2,26,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2014-03-15T00:00:00Z
Theft of Bicycle,2015,7,4,13,0,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2015-07-04T00:00:00Z
Theft of Bicycle,2015,9,20,13,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2015-09-20T00:00:00Z
Theft of Bicycle,2016,2,20,16,45,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2016-02-20T00:00:00Z
Theft of Bicycle,2016,9,24,19,0,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2016-09-24T00:00:00Z
Theft of Bicycle,2020,7,4,17,31,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2020-07-04T00:00:00Z
Theft of Bicycle,2020,9,21,17,0,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167,2020-09-21T00:00:00Z
Theft of Bicycle,2017,5,8,11,45,BURRARD ST / ROBSON ST,West End,491068.8642,5458954.9168,2017-05-08T00:00:00Z
Theft of Bicycle,2018,6,13,20,0,BURRARD ST / ROBSON ST,West End,491068.8642,5458954.9168,2018-06-13T00:00:00Z
Theft of Bicycle,2003,7,20,19,45,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2003-07-20T00:00:00Z
Theft of Bicycle,2005,12,26,19,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2005-12-26T00:00:00Z
Theft of Bicycle,2008,6,1,19,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2008-06-01T00:00:00Z
Theft of Bicycle,2008,7,20,21,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2008-07-20T00:00:00Z
Theft of Bicycle,2009,4,16,0,10,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2009-04-16T00:00:00Z
Theft of Bicycle,2009,5,22,22,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2009-05-22T00:00:00Z
Theft of Bicycle,2009,8,18,13,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2009-08-18T00:00:00Z
Theft of Bicycle,2009,9,7,22,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2009-09-07T00:00:00Z
Theft of Bicycle,2009,10,4,19,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2009-10-04T00:00:00Z
Theft of Bicycle,2009,10,28,17,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2009-10-28T00:00:00Z
Theft of Bicycle,2009,11,12,22,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2009-11-12T00:00:00Z
Theft of Bicycle,2010,4,16,22,10,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2010-04-16T00:00:00Z
Theft of Bicycle,2010,6,12,15,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2010-06-12T00:00:00Z
Theft of Bicycle,2010,8,22,21,45,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2010-08-22T00:00:00Z
Theft of Bicycle,2010,10,5,20,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2010-10-05T00:00:00Z
Theft of Bicycle,2010,10,5,21,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2010-10-05T00:00:00Z
Theft of Bicycle,2011,3,17,19,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2011-03-17T00:00:00Z
Theft of Bicycle,2011,6,24,19,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2011-06-24T00:00:00Z
Theft of Bicycle,2011,10,5,19,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2011-10-05T00:00:00Z
Theft of Bicycle,2012,1,10,19,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2012-01-10T00:00:00Z
Theft of Bicycle,2012,5,8,21,20,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2012-05-08T00:00:00Z
Theft of Bicycle,2012,6,6,20,20,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2012-06-06T00:00:00Z
Theft of Bicycle,2013,8,26,19,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2013-08-26T00:00:00Z
Theft of Bicycle,2013,11,11,22,10,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2013-11-11T00:00:00Z
Theft of Bicycle,2014,5,3,15,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2014-05-03T00:00:00Z
Theft of Bicycle,2014,7,30,18,15,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2014-07-30T00:00:00Z
Theft of Bicycle,2014,9,21,21,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2014-09-21T00:00:00Z
Theft of Bicycle,2015,4,14,7,55,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2015-04-14T00:00:00Z
Theft of Bicycle,2015,6,15,19,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2015-06-15T00:00:00Z
Theft of Bicycle,2015,6,27,19,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2015-06-27T00:00:00Z
Theft of Bicycle,2015,7,7,0,14,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2015-07-07T00:00:00Z
Theft of Bicycle,2015,7,11,21,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2015-07-11T00:00:00Z
Theft of Bicycle,2015,7,29,13,39,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2015-07-29T00:00:00Z
Theft of Bicycle,2015,10,3,18,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2015-10-03T00:00:00Z
Theft of Bicycle,2016,5,7,20,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2016-05-07T00:00:00Z
Theft of Bicycle,2016,7,24,18,45,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2016-07-24T00:00:00Z
Theft of Bicycle,2018,8,18,13,59,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2018-08-18T00:00:00Z
Theft of Bicycle,2019,7,31,14,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2019-07-31T00:00:00Z
Theft of Bicycle,2020,8,28,20,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2020-08-28T00:00:00Z
Theft of Bicycle,2020,9,1,20,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462,2020-09-01T00:00:00Z
Theft of Bicycle,2017,7,4,14,0,BURRARD ST / SMITHE ST,West End,490950.9629,5458837.6465,2017-07-04T00:00:00Z
Theft of Bicycle,2017,8,29,23,0,BURRARD ST / SMITHE ST,West End,490950.9629,5458837.6465,2017-08-29T00:00:00Z
